product_title,source,product_url,product_price,product_photo,product_star_rating,product_num_ratings,asin,position,device_category,price_missing,has_discount
HP Chromebook 14a-nf0131,Walmart - NHD-Direct,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:14383187555557075674,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",230.98,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS11zEXOBoZyLcMSAaHoFNdmsNRXN1uvMTVF0e3hUjnVxIyIyezCQrOkfrkA51uWPLjDGPZ0rayq5Ab1FriV-6RVtMTS_o5mVGvBIr-enhn6RgmXsulE5s9,4.1,1300.0,14383187555557075674,10,laptops,False,False
LG gram Intel Core i7 17Z90R,Avendor,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:341421286774647836,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQDyaU8n7e8D1iB91Kn-BRcOltvWkf47dmwWeEQTAMZmHM1zwr5V8ySbvnj-ZuPt5Hd-5317VDwhCbz9A9s0FI4DRBj2qxnG9guvxUb6ya1p2qohPt4QHoA,5.0,1.0,341421286774647836,11,laptops,True,False
ASUS Zenbook A14 OLED Snapdragon X2 Elite,Best Buy,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:1546070647947704160,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTjHEGHf9NOQujVMxb9N6TKGXt2clQyPnFLuUstV90b5FEbzRpzKFq-6V53ADL8N29xwszIj8b_dD-cQ7VX-5K8tnU9nhvIKvAcsat-e6GKhDj66wTMpRan,4.6,40.0,1546070647947704160,12,laptops,True,False
GeekBook X14 Pro High Speed Laptop with 16GB RAM 512GB SSD Windows 11 Pro,geekompc.com,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:9870616904063726251,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",849.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT3liPzad5FmNrdmqTFgG8DPa8V8BeEpmNg3UfHTrJSZrz762uHOJJaZ538CINJ9owxdinZY4UR1DRkX5BdwAHFn2IgqQ0Axuc0FYWDQ8RWw8mm3v4GqAOK,4.5,127.0,9870616904063726251,13,laptops,False,False
"Dell Inspiron 3535 Laptop 15.6"" Ryzen 3 7320u 8GB 512gb Windows 11 Home Carbon",Dell,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:3940868292054008729,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQAehquAIb3oyeDJqZCpuB0Z5PYBqpS7MQ7C8KGKHN7lKvwTNtPzieDaoJnYkFuHB8sSSjV2YUdxGLunFqBst21Zwf7PeicGLSqBZkLsbue3Fboicm-589Z_w,4.4,442.0,3940868292054008729,14,laptops,True,False
"Lenovo IdeaPad 14"" Laptop Intel Pentium Silver N6000 82LV003WUS",Walmart,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:142729172977442951,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",359.99,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTkS5r7lWvPQZJMs6r2_54qryMoRzRgM9BbjpWP9444VEWWQpFUCYBOxUSRaUfEFIh4HHuSa9htRPAM_U-vG_3uFx65QQUzX04WzbRR3JLtLbyZOK1N6XPrxA,4.1,81.0,142729172977442951,15,laptops,False,False
"ASUS Vivobook 15 15.6"" FHD Laptop Intel Core 3 100U",Best Buy,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:15836060721986761268,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",397.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTOT_IDSzW6_FJaknd1eOcILfGsS85-UL0XgTKt7HpTa4DwnHX5HiD7Q9_VU63ZL9-D8zV-1EDNmX1DzDbH6x9UcLNNwBChkQtEYMbpB-JBQDmCIwkIibIRoQ,5.0,2.0,15836060721986761268,16,laptops,False,False
"Lenovo Legion 5 16"" WQXGA 240Hz Gaming Laptop Intel Ultra 9 275HX",Newegg.com - Snow Bell,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:4420155563389954075,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTbp6y1regCZ20EdkmjewWOpPL8o6-rx9G37xKd0eIae5XoLxD0YRtU7Mn_RBsadklyUQ6EiI5RlyY1ilyHQ0xHZ67KNqSTfAKNYyOq-_tzYOMNaW7zm3T9,,,4420155563389954075,17,laptops,True,False
"HP OmniBook X Laptop Computer 17.3"" FHD Touch Screen Intel Core Ultra 7 16 GB",961souq.com,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:2410172903491955892,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSuAg1NQbzo_4k0kNWMg-wiWViRSgDA2torODitwkVB24mYJoec2USHaJ1_7K3Gm93MTkYtErseeyKbZivrlMKQ4ErV3l_rg_670PH-XIsf39FQ4zD0lBwFyg,4.0,147.0,2410172903491955892,18,laptops,True,False
"Microsoft Surface Laptop Copilot+ PC 13.8"" Snapdragon X",Microsoft Store,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:16165649090256043091,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcR27R5LkuwCOYFPU2FvmvJTCbD2hFecluMayU2QK4GboDhT8dcmhp-WVq_aHBMq3u0NBeHGvC6cA9aK1TrvyiRMLF1-Z-XLTQ,4.5,528.0,16165649090256043091,19,laptops,True,False
"Hp Victus Gaming Laptop15.6 inch FHD 144Hz Display, AMD Ryzen 7 7445hs, 32gb Ram, 1TB Ssd, Nvidia GeForce RTX 4050, Full-size Backlit KB, Wi-Fi 6,",Walmart - Southbay Electronics,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:8406677897104811931,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTcJ_KT7Yrf8gs295-upH_CunjOxO-DjV3Sm0b3ooGOX6fYNeF__o703lUJOQZBj5RRgLB5qVWqJRMSqgD898Uk3bPLYtMIYDtsPKh3N_r09w-uLTEdS7RXhA,4.7,1400.0,8406677897104811931,20,laptops,True,False
"Samsung - Galaxy Chromebook Go - 14"" LED Laptop - Intel Celeron- 4GB Memory - 128GB + 128GB SD Card - Silver",Best Buy,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:5781528739132555101,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",329.99,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQRLAboPALdVYJt1V_AdUbDrQGREQ_MiZTkxiRgizL3ZDuQRA1maY6JnWmQTN3s2ItAoggPDl5ezqYO0BqdiE5IVS-QcHL5QKUb1k28eZFB55UuYuUZTUcsgw,,,5781528739132555101,21,laptops,False,False
GeekBook X14 Pro Laptop 32GB RAM 1TB SSD Ultra 9 Windows 11 Pro,geekompc.com,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:16318428786724711993,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQAQr5X4pxk0E8Ed1SYQ08MggdIh1XsJ_CZfillWFwTMIjY5BBH0bozaY9QGbTSDzpUJ-wF9iqnTjrAaxUlD_GWmNYk2HI3-jIUDE7wR0r-d82AHrHhJLioYA,4.6,34.0,16318428786724711993,22,laptops,True,False
14-inch Apple MacBook Pro M5 CPU GPU,Expercom - Apple Premier Partner,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:16364735507705024412,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQdPpWUK7xQXcG9ULPWs9uZVU8e7NnLuc_ZWIKbTT1AtT7FULzqX0SuXn1Yl4l9HpfL0MaqQs3jEcny5x9Le0-um83a1EQ3qZ7yQ_qEePnIX3RkNpc8XfbeRFA,4.8,542.0,16364735507705024412,23,laptops,True,False
"MSI Thin 15 16 in. Gaming Laptop with Intel Core i7-13620H, 13 Gen, 2.4 GHz, 10-Core CPU, NVIDIA GeForce RTX 4050, 6GB VRAM GPU, 16GB RAM, 1TB SSD &",PC Richard,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:2767946648670388244,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",949.99,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQqc9MDV1w4nl5mTugoxTeDY5s8c9XmOAfL3yI1x8YjY36NwCEQ_TXdgl6fO8fJ4C3bUzKP4cxoQ8en4cNLJ5GzQDj8tZIwXvr6Grs1jxKNhyGKz4Mm-xDiiA,5.0,1.0,2767946648670388244,24,laptops,False,False
"ASUS 18"" TUF Gaming A18 Gaming Laptop",Best Buy,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:8934847462454191826,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSJD102C7xFGqe9SqV-J7NYlL3GIK5lZhTzQIurS3qACpFVxdmk2z-_XP3QrU0CJvMvDThuIucJGAbaNFd05VAch-8PJu72Bf2rwAQNZWM,2.8,9.0,8934847462454191826,25,laptops,True,False
"Hp 17 Laptop 17.3"" HD+ Touchscreen Intel Core i7-1255U Processor Ram",Walmart - XiaMi Electronics LLC,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:21513734877665550,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQpA9ytY-_076mC7muYGrHyr4kwGmSO4i6FXsr1GNgtlcjmzi3HH0gu-W0bPOgoj8osWggPe7bbLObLFxaI5-CTfgKh_sTyhYq23AcfaZmd0b-hZIPGx_4B9w,,,21513734877665550,26,laptops,True,False
HP 17 Business Laptop Windows 10 Intel Quad-Core i5-8250U RAM,Newegg.com - Deus PC,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:8026583922676018026,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR-FhHEzeLGhwVwKZbvV5UgP2katW0FkBXSk80ZSOk5v_RtaCU_WPtrAsLI67HRcKNVn44We5sRdhHddSVclIarXA-1iPjJCrHXUezU-WInNmlWjgzSM1H2DQ,,,8026583922676018026,27,laptops,True,False
Microsoft Surface Laptop 7 Copilot+ PC,bkstr.com,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:3806620933270906379,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQcJTTt6VnQbx85Xoxun7zTVzoa6_I1Vr8Go0_Km9uugI0HUQ7EeQL1k2H4dxeny5SbT9UsDyqKTc1_1S3YCJNtYJDaV8hnM-FHwq42nL89IrhjsfnWikqT,5.0,1.0,3806620933270906379,28,laptops,True,False
"Jumper - 15.6 inch Laptop Computer, Windows 11 Laptops with 16GB RAM 1024GB SSD,Celeron N5100, IPS FHD, WiFi 6 - Gray",Best Buy,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:10237348683497518796,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",329.99,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT5vq1yw0-YRFQcnw-mcMlBtWoPnSVshURs7BJhe4yTMlLkRLoyH2Cxmwg3fNc1uqehPzZRMjUgfRqrlRc94E2PZAgejEA69Tsk19R7Sk66Xm400CxURVwe,,,10237348683497518796,29,laptops,False,False
GeekBook X14 Pro 14 inch Laptop OLED Intel Ultra 9 32GB 1TB Win11 Pro,geekompc.com,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:13208628510214104032,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRE_a2h_2ajDXWGw98SCTVn2_ftoRThIe9whVqlUCvNo5Jwe6ZvAE4iffCCDfMNruC_6Hyh0svmNFDbFAfehqHArlxV9ogDoo8r0eXhHSeULfqZTAc7GptL,4.5,127.0,13208628510214104032,30,laptops,True,False
"Lenovo IdeaPad Slim 3 Chromebook - 14'' Full HD (1920 x 1080) Display, 8-Core MediaTek Kompanio 520 Cpu, 4GB Ram, 64gb eMMC & 256gb Micro SD Card, Wi-",Walmart - Littleox Tech LLC,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:14539254494803615467,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",259.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSAsvfW__hpgBFPvjB37wbl2bhU6c9fnKSIKWMm8sXctjSk-J2vY2XR7VgeuTZDLDlr3sPyhkA5POz0JElO3zJMSEd7_LCRWi_rx3LONGv717JPdt38V2Gw,,,14539254494803615467,31,laptops,False,False
Dell Pro Max 14 MC14250,A5 IT,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:17839784772896439262,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQfLff7yLkUhFsYWRgYlSdeud62JM0kf_9ibB1Qx22FRGGYomnebr54Vzu7m_WMzTDoHRLexdUZ3OpV02IPtW9qYAELSfcd1jw6up5XWiJu,4.0,79.0,17839784772896439262,32,laptops,True,False
"Bundle - Lenovo - IdeaPad Slim 3 Chromebook - 14"" 2K Touchscreen Laptop - MediaTek Kompanio 540 2025 - 4GB Memory - 64GB eMMC Cosmic Blue - Carry Case",Best Buy,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:7657196875088709743,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",299.99,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSkiNc1P6GrIu3lfoRp4cTSn6I7PVUkd0GRtheOHY7dvOWZJ7793r-EZzK00dKft9wfzrGhzhRw5ToBeMR9-OvG7DDQ9Fe86aih87tBwrJ2h3VnGGKqyvfJ,4.5,64.0,7657196875088709743,33,laptops,False,False
Lenovo ThinkPad T470s Windows 10 Pro Laptop Intel Core i5-6300U,Newegg.com - Deus PC,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:14191867671728296334,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRn86EGQQ4k8xEEzbYG3UxdpfYGDgMmHBSJh2rTcwgoijdYwv_1m_cXlVBrxOcA9k2xcKM3xGvzwmNzx_yRSf11uxSvMgKEzYmQXhcCfFrpBuRkXMHrkxlo,,,14191867671728296334,34,laptops,True,False
Best Windows Laptop GeekBook X14 Pro Ultra 9 185H 32GB RAM 1TB SSD,geekompc.com,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:6302378914961464628,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTB_Xk9NvkZZSsk27Pbrk3QeyHvQQpRfPpIqoXf35RXVrFYF4RsvFO88bbWu9J630I6YEtZ7gxQYORu3YnfajWyxIpB_mLuEFiLSwk4HfcEknlSNCBrYUvjBg,4.6,34.0,6302378914961464628,36,laptops,True,False
HP EliteBook Ultra G1q8 14 Touchscreen Notebook,Best Buy,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:1930968685379425209,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",959.99,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSFPISTBfyV7QmYA1h2-nTgIw2inLaPlOjwQG2qafg28BNdxCXpv29P-UWEJf92LOBd9TXVyK8Kv8LQm20GY_xOR2a7LTkk-CrluwXk3Q5oj-FjZ8X77S89,,,1930968685379425209,37,laptops,False,False
Lenovo IdeaPad 5 2 in 1 Laptop,B&H Photo-Video-Audio,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:16183492323661476849,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",799.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSrueF5Ngljj_HC3aYNJ_XkgaaDGQAPfDXXjz1esrERddAHhwfRNjzMgBB7GJ0Wkx8S-N2TNFd8IoSYubcKdvaWmL5VDTkqBVcQCT0wPZcMGXPZdHfBUE28,4.0,5.0,16183492323661476849,38,laptops,False,False
"Lenovo IdeaPad Slim 3 Laptop 15.3"" Screen AMD Ryzen 7 16GB Memory",Walmart,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:17894279548844208831,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",699.99,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSDAV66zp0_f86Kxu9WBjh8O3V7ezvbnGk4Z_bBfzt6Dq9uiERZW1NgMIc8r_1XFsodh_de_2M2rZbiuhnrrr6oWCdvXcoGUrMeNJzsA2V3qLyMi17LQwHl,3.8,4.0,17894279548844208831,39,laptops,False,False
HP OmniBook 5 Laptop 16 inch 2K Touchscreen LED Display AMD Ryzen AI 7 445 Processor,Newegg.com - DealKing,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:6089202092295183703,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",935.99,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT9N9-yK60O4a9iC50mHDRLeOsoIpkgvHXJmKOUinQbQwiLlbgXJpvgwhOsRCN9yJzmTYzks560SQGWcNXkXUZ3X9kIQqOqpWpoUOIzEtWDpgNd8xK0vojJ,4.4,19.0,6089202092295183703,40,laptops,False,False
Samsung Galaxy A17 128GB 5G,Best Buy,"https://www.google.com/search?ibp=oshop&q=Smartphone&prds=localAnnotatedOfferId:1,catalogid:10324949081536141779,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",249.99,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTBupgk8t2Foy97nekkc-F29Q47cA65V_-qrIfyJyvLVrqtB6VxY9aD7RhLeFTCu_2LAgD3Qd_e2HWsG6xgcaTnluVNMUkk5XDIospNAas,4.5,16000.0,10324949081536141779,1,phones,False,False
Motorola edge 2026 128GB Martini Olive,Cricket Wireless,"https://www.google.com/search?ibp=oshop&q=Smartphone&prds=localAnnotatedOfferId:1,catalogid:5720150424390756419,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",59.99,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTnx6BgTzeZmlsbbLqA_pThpIACcgaOqyFRau_0EVUhRAnNx8vWPsfLEuEdF7v8dFAeo1IF3ZbWT54lkSFrec49BntWI59sxVA2jOjdI-IfOyXs0DCh-ko,,,5720150424390756419,2,phones,False,False
Nothing Phone Pro,Nothing US,"https://www.google.com/search?ibp=oshop&q=Smartphone&prds=localAnnotatedOfferId:1,catalogid:2502126436239669735,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",499.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTFmm-nLnAZt5hqXf9l6dUJpWShMaVj0P14Z3e8Nb1FqZt95ghjL7K9Vna8jTb_UX7kjA-k6ROU6KiyIVJAc5ay9CLVkw-mYfNsEZIHs7onXq2uYccLAxB5sQ,4.8,212.0,2502126436239669735,3,phones,False,False
OnePlus 15R 256GB,OnePlus Official Store,"https://www.google.com/search?ibp=oshop&q=Smartphone&prds=localAnnotatedOfferId:1,catalogid:2940417071762887250,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",699.99,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRuPYANWik_AOI9xo_sORb2jnolDjWalIwWrFpmo1OA-_MZay7ZJt2uEdC8eYY3P1JaLNdBshdYQRn4dtPoW_REjUXQFKmjus0p1-bJsMPQ0omsv4Ku2mhfFg,4.5,299.0,2940417071762887250,4,phones,False,False
Unihertz Titan 2 The Latest 5G QWERTY Physical Keyboard Smartphone,Unihertz,"https://www.google.com/search?ibp=oshop&q=Smartphone&prds=localAnnotatedOfferId:1,catalogid:11096359191635339359,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",489.99,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTto43B8SMhKhELgKpkfLauz8kcgXo5g3X5UUP8Qr6_F4C1FrUWFhpcguSdOI4KlEsw1vvmwtlonRUQjeuNQQFPjsbeSv6y8sy-lMXTUFyMIJUrD8Qu9eyV,4.9,152.0,11096359191635339359,5,phones,False,False
Tracfone BLU View Speed Ultra 64GB Prepaid,Best Buy,"https://www.google.com/search?ibp=oshop&q=Smartphone&prds=localAnnotatedOfferId:1,catalogid:12817008981276650141,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",24.99,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQVH4FsCJKACJnI3aZnauNzMKmcsLdYI9X4UaXP0BFeBPhPa-bHeIKGbriq_ukwG-yuY75Wp9gECJrj0KknJx-mzUhg_jPdYV-z_Kaz4RiqPBY800C3_ZJx,4.1,17.0,12817008981276650141,6,phones,False,False
Google Pixel 10a,Google Store,"https://www.google.com/search?ibp=oshop&q=Smartphone&prds=localAnnotatedOfferId:1,catalogid:12738248466429669342,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",424.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS2xB-gWSWX-GDS3wjRbIqS9kEivBinJNUwz_fIGOysqwhkxadjgNnxkFhNKv6VDrJIVjcvh0Hm8dcrt959k3Qb9Q21gmALXtvhiVkNYPWUWd4x2nrce6o1,4.6,1400.0,12738248466429669342,7,phones,False,False
Samsung Galaxy S26,Cricket Wireless,"https://www.google.com/search?ibp=oshop&q=Smartphone&prds=localAnnotatedOfferId:1,catalogid:3295849325401646497,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",399.99,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTVRh55nc3HgkdtVAhw9vWTAI_xcqDolHSAgOxt6fL-fIL7k3rwJCL2bF722dKH1RmWb2W-n0E3qhbM6p3spa1AhW8fOlZb80vJREuUHTGzXu6jPQ-UxOeSkg,4.7,8500.0,3295849325401646497,8,phones,False,False
Tracfone BLU View 5 Pro 64gb,Walmart,"https://www.google.com/search?ibp=oshop&q=Smartphone&prds=localAnnotatedOfferId:1,catalogid:15274220373654874926,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",29.88,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ7yCOnKBXncYXkoIzWALp8iBb2rK5sZ3O68PwOLW9Dz0k0oGXBlzR1jhp05BJgPHyrYy3S0CIvdyaMvIIuLlHRBUVeiw3hGNmTtA1ldZI,2.7,500.0,15274220373654874926,9,phones,False,False
Motorola moto g play,Best Buy,"https://www.google.com/search?ibp=oshop&q=Smartphone&prds=localAnnotatedOfferId:1,catalogid:11728931125208695182,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",99.99,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRS6VZncbv9vI-5JRiZcXe045Hy2IQhKh1A1QoMJ04j7rA28xXQhQjdAaZYZ_AhiKHCl9dJlSovlh-_-d4n7B9O6pdsQVWBJjQYw6ALzGM,4.4,1100.0,11728931125208695182,10,phones,False,False
Apple iPhone 13,BarcodesInc,"https://www.google.com/search?ibp=oshop&q=Smartphone&prds=localAnnotatedOfferId:1,catalogid:6203781335732593320,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",138.27,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcR82AtwSyHzjkjzXbmnGLuiRLJ7kkwOaNuIDxbcZ6Gy-fJrx1GHQ3PygWIG5FYLvb5zZtY_iFl1EXrulrtl2rSoeIsA4Zqg9g,4.6,43000.0,6203781335732593320,11,phones,False,False
